year,model,price,transmission,mileage,fuelType,tax,mpg,engineSize,selling_price
2015, 1 Series,10999,Manual,23905,Diesel,20,72.4,1.5,5076.038500000001
2019, 1 Series,20980,Manual,3483,Petrol,145,44.1,1.5,16055.993999999999
2015, 1 Series,10775,Manual,40561,Diesel,20,68.9,2.0,4972.6625
2019, 1 Series,29980,Semi-Auto,5369,Petrol,150,34.5,2.0,22943.694
2019, 1 Series,21875,Manual,9261,Petrol,145,41.5,1.5,16740.9375
2019, 1 Series,21875,Manual,9086,Petrol,145,41.5,1.5,16740.9375
2019, 1 Series,24995,Manual,1501,Petrol,145,41.5,1.5,19128.6735
2015, 1 Series,7500,Manual,81750,Diesel,0,74.3,1.6,3461.25
2019, 1 Series,17290,Automatic,17500,Diesel,150,68.9,1.5,13232.037
2019, 1 Series,19940,Semi-Auto,2635,Petrol,145,54.3,1.5,15260.082
2019, 1 Series,22940,Manual,5170,Petrol,145,41.5,1.5,17555.982
2019, 1 Series,27994,Semi-Auto,6879,Petrol,145,39.8,3.0,21423.8082
2017, 1 Series,13000,Manual,24104,Petrol,125,53.3,1.5,7651.8
2019, 1 Series,25995,Semi-Auto,10572,Petrol,145,39.8,3.0,19893.9735
2019, 1 Series,16000,Automatic,9119,Petrol,150,38.7,1.5,12244.8
2017, 1 Series,12988,Manual,42069,Diesel,20,68.9,2.0,7644.736800000001
2017, 1 Series,11339,Manual,41925,Diesel,0,78.5,1.5,6674.1354
2016, 1 Series,17500,Automatic,24299,Petrol,235,37.7,3.0,9261.0
2017, 1 Series,10999,Manual,46147,Diesel,0,83.1,1.5,6474.0114
2017, 1 Series,12800,Manual,18067,Petrol,20,68.9,0.0,7534.08
2017, 1 Series,14500,Manual,13681,Diesel,150,65.7,2.0,8534.7
2019, 1 Series,26795,Semi-Auto,3788,Diesel,145,51.4,2.0,20506.213499999998
2015, 1 Series,12980,Manual,47863,Diesel,30,62.8,2.0,5990.27
2017, 1 Series,19295,Automatic,22595,Petrol,200,39.8,3.0,11357.037
2019, 1 Series,28994,Semi-Auto,2973,Diesel,145,48.7,2.0,22189.1082
2019, 1 Series,16380,Manual,5997,Petrol,145,53.3,1.5,12535.614
2015, 1 Series,9500,Manual,56941,Diesel,0,83.1,1.5,4384.25
2017, 1 Series,11861,Manual,23268,Diesel,0,78.5,1.5,6981.3846
2019, 1 Series,18995,Semi-Auto,5250,Petrol,145,55.5,1.5,14536.8735
2017, 1 Series,21995,Semi-Auto,15948,Petrol,200,39.8,3.0,12946.257
2019, 1 Series,21995,Semi-Auto,6441,Diesel,145,67.3,2.0,16832.7735
2017, 1 Series,13720,Manual,9617,Petrol,150,53.3,1.5,8075.592000000001
2019, 1 Series,19475,Manual,4168,Petrol,145,52.3,1.5,14904.217499999999
2019, 1 Series,18685,Semi-Auto,11423,Diesel,145,74.3,2.0,14299.6305
2019, 1 Series,18990,Manual,3423,Diesel,145,70.6,1.5,14533.047
2019, 1 Series,17480,Manual,15953,Petrol,145,52.3,1.5,13377.444
2017, 1 Series,11800,Manual,38356,Diesel,145,83.1,1.5,6945.4800000000005
2017, 1 Series,15400,Automatic,57414,Diesel,145,68.9,1.5,9064.44
2017, 1 Series,11400,Manual,40000,Diesel,20,72.4,1.5,6710.04
2015, 1 Series,11000,Manual,37574,Diesel,20,72.4,1.5,5076.5
2015, 1 Series,15642,Automatic,47361,Petrol,235,37.7,3.0,7218.783
2019, 1 Series,15990,Manual,10069,Diesel,145,72.4,1.5,12237.146999999999
2015, 1 Series,14644,Manual,31900,Diesel,30,62.8,2.0,6758.206
2019, 1 Series,19995,Semi-Auto,17546,Diesel,150,68.9,1.5,15302.173499999999
2015, 1 Series,16990,Automatic,35046,Petrol,235,37.7,3.0,7840.885
2019, 1 Series,26989,Automatic,5444,Diesel,145,51.4,2.0,20654.6817
2015, 1 Series,11499,Manual,50127,Diesel,125,57.6,2.0,5306.788500000001
2015, 1 Series,9270,Manual,62346,Diesel,0,78.5,1.5,4278.1050000000005
2015, 1 Series,10875,Manual,35084,Diesel,20,68.9,2.0,5018.8125
2019, 1 Series,32990,Semi-Auto,3883,Petrol,145,34.5,2.0,25247.247
2017, 1 Series,13975,Automatic,20206,Diesel,0,74.3,2.0,8225.685
2017, 1 Series,15870,Semi-Auto,28163,Petrol,150,54.3,1.5,9341.082
2015, 1 Series,8999,Manual,59828,Diesel,20,72.4,1.5,4153.038500000001
2015, 1 Series,17962,Semi-Auto,36510,Petrol,235,37.7,3.0,8289.463
2015, 1 Series,13800,Automatic,39141,Diesel,30,65.7,2.0,6368.700000000001
2015, 1 Series,11995,Manual,38000,Petrol,125,52.3,1.5,5535.6925
2015, 1 Series,9499,Manual,54228,Diesel,0,83.1,1.5,4383.788500000001
2017, 1 Series,12295,Automatic,52810,Diesel,20,68.9,2.0,7236.837
2017, 1 Series,14950,Manual,9463,Diesel,145,72.4,1.5,8799.57
2015, 1 Series,12270,Automatic,38573,Diesel,20,68.9,1.5,5662.6050000000005
2015, 1 Series,12295,Semi-Auto,56000,Diesel,20,67.3,2.0,5674.1425
2014, 1 Series,12000,Manual,41500,Diesel,125,57.6,2.0,4746.0
2019, 1 Series,26995,Manual,2771,Petrol,150,41.5,1.5,20659.2735
2015, 1 Series,8999,Manual,60761,Diesel,30,65.7,2.0,4153.038500000001
2015, 1 Series,16314,Manual,17846,Petrol,300,35.3,3.0,7528.911
2015, 1 Series,13800,Automatic,29867,Diesel,30,65.7,2.0,6368.700000000001
2020, 1 Series,27445,Automatic,2047,Diesel,145,51.4,2.0,23059.289
2017, 1 Series,14011,Manual,22677,Diesel,145,65.7,2.0,8246.874600000001
2015, 1 Series,12059,Automatic,69758,Diesel,125,60.1,2.0,5565.2285
2017, 1 Series,13799,Manual,22072,Diesel,145,65.7,2.0,8122.0914
2015, 1 Series,11200,Automatic,48282,Diesel,20,70.6,2.0,5168.8
2015, 1 Series,12450,Manual,24474,Petrol,125,52.3,1.5,5745.675
2015, 1 Series,12298,Semi-Auto,37634,Diesel,30,64.2,2.0,5675.527
2015, 1 Series,14999,Manual,40052,Petrol,300,35.3,3.0,6922.038500000001
2017, 1 Series,11300,Manual,44210,Diesel,145,68.9,2.0,6651.18
2017, 1 Series,20495,Semi-Auto,27866,Petrol,145,39.8,3.0,12063.357
2017, 1 Series,13490,Manual,12312,Petrol,150,53.3,1.5,7940.214
2015, 1 Series,11000,Manual,40829,Diesel,20,70.6,1.5,5076.5
2015, 1 Series,12285,Manual,42676,Diesel,30,65.7,2.0,5669.5275
2019, 1 Series,19490,Manual,7990,Diesel,145,65.7,2.0,14915.697
2017, 1 Series,13489,Semi-Auto,59066,Diesel,20,72.4,1.5,7939.6254
2019, 1 Series,27480,Semi-Auto,1178,Diesel,145,51.4,2.0,21030.444
2015, 1 Series,13950,Manual,36916,Petrol,150,50.4,1.6,6437.925
2017, 1 Series,12750,Automatic,26676,Diesel,145,72.4,1.5,7504.650000000001
2017, 1 Series,15498,Manual,19217,Petrol,150,52.3,1.5,9122.122800000001
2019, 1 Series,19980,Manual,2568,Petrol,145,52.3,1.5,15290.694
2015, 1 Series,15490,Automatic,31141,Diesel,30,64.2,2.0,7148.635
2015, 1 Series,14690,Semi-Auto,23234,Petrol,125,54.3,1.5,6779.435
2015, 1 Series,11180,Manual,43424,Diesel,20,72.4,1.5,5159.570000000001
2015, 1 Series,11100,Manual,11524,Diesel,0,83.1,1.5,5122.650000000001
2019, 1 Series,24795,Semi-Auto,11318,Petrol,145,39.8,3.0,18975.6135
2015, 1 Series,11209,Manual,41372,Diesel,20,72.4,1.5,5172.9535000000005
2015, 1 Series,12950,Automatic,74238,Diesel,125,60.1,2.0,5976.425
2019, 1 Series,17498,Manual,11211,Diesel,150,70.6,1.5,13391.2194
2019, 1 Series,29995,Semi-Auto,4591,Petrol,145,34.5,2.0,22955.1735
2019, 1 Series,18940,Semi-Auto,7632,Diesel,145,68.9,1.5,14494.782
2015, 1 Series,11599,Manual,14714,Diesel,20,72.4,1.5,5352.9385
2019, 1 Series,15498,Manual,9391,Petrol,145,38.7,1.5,11860.6194
2019, 1 Series,21950,Manual,101,Diesel,145,70.6,1.5,16798.335
2019, 1 Series,21990,Manual,7734,Petrol,145,41.5,1.5,16828.947
2019, 1 Series,19495,Manual,7753,Diesel,145,65.7,2.0,14919.5235
2015, 1 Series,10500,Manual,36383,Petrol,125,53.3,1.5,4845.75
2017, 1 Series,11999,Manual,19108,Petrol,145,56.5,1.5,7062.6114
2015, 1 Series,12100,Manual,15113,Diesel,20,72.4,1.5,5584.150000000001
2017, 1 Series,13499,Automatic,14597,Diesel,145,72.4,1.5,7945.5114
2019, 1 Series,21990,Manual,1834,Diesel,145,56.5,2.0,16828.947
2019, 1 Series,23780,Semi-Auto,5831,Petrol,145,40.4,1.5,18198.834
2019, 1 Series,19980,Manual,15,Diesel,145,72.4,1.5,15290.694
2015, 1 Series,11933,Semi-Auto,19168,Petrol,145,49.6,1.6,5507.0795
2019, 1 Series,20980,Manual,15,Diesel,145,68.9,2.0,16055.993999999999
2017, 1 Series,14951,Semi-Auto,18852,Diesel,150,70.6,2.0,8800.1586
2017, 1 Series,13760,Manual,24389,Diesel,145,65.7,2.0,8099.136
2019, 1 Series,24490,Manual,7645,Petrol,145,41.5,1.5,18742.197
2015, 1 Series,10495,Manual,27000,Diesel,0,78.5,1.5,4843.4425
2017, 1 Series,11099,Manual,62495,Diesel,145,78.5,1.5,6532.8714
2017, 1 Series,19499,Automatic,24482,Petrol,200,39.8,3.0,11477.1114
2015, 1 Series,16495,Semi-Auto,22886,Diesel,125,61.4,2.0,7612.4425
2015, 1 Series,8999,Manual,97800,Diesel,0,83.1,1.5,4153.038500000001
2015, 1 Series,12299,Semi-Auto,46242,Diesel,30,62.8,2.0,5675.9885
2019, 1 Series,28980,Automatic,3855,Diesel,145,48.7,2.0,22178.394
2015, 1 Series,7948,Manual,74375,Diesel,30,65.7,2.0,3668.002
2015, 1 Series,9000,Manual,48746,Diesel,20,72.4,1.5,4153.5
2019, 1 Series,22480,Manual,100,Petrol,145,44.1,1.5,17203.944
2015, 1 Series,13500,Automatic,82876,Petrol,235,37.7,3.0,6230.25
2015, 1 Series,13490,Automatic,45000,Diesel,125,60.1,2.0,6225.635
2015, 1 Series,10499,Manual,60000,Diesel,20,70.6,1.5,4845.288500000001
2019, 1 Series,17480,Semi-Auto,3583,Petrol,145,55.5,1.5,13377.444
2019, 1 Series,20875,Manual,5599,Petrol,145,44.1,1.5,15975.637499999999
2017, 1 Series,19750,Automatic,29000,Petrol,205,39.8,3.0,11624.85
2015, 1 Series,15995,Semi-Auto,26629,Diesel,125,60.1,2.0,7381.6925
2017, 1 Series,16000,Semi-Auto,45580,Diesel,125,61.4,2.0,9417.6
2017, 1 Series,15000,Manual,39838,Diesel,145,62.8,2.0,8829.0
2015, 1 Series,10490,Manual,43000,Petrol,145,49.6,1.6,4841.135
2015, 1 Series,8490,Manual,50000,Petrol,125,50.4,1.6,3918.135
2017, 1 Series,15391,Semi-Auto,25131,Petrol,145,55.5,1.5,9059.142600000001
2015, 1 Series,11711,Manual,40560,Diesel,125,57.6,2.0,5404.6265
2019, 1 Series,17995,Manual,4658,Diesel,145,68.9,2.0,13771.5735
2019, 1 Series,20780,Automatic,8245,Diesel,145,65.7,2.0,15902.934
2015, 1 Series,11695,Automatic,58620,Diesel,20,67.3,2.0,5397.2425
2017, 1 Series,13888,Manual,15512,Petrol,150,53.3,1.5,8174.4768
2019, 1 Series,23980,Manual,2672,Petrol,145,41.5,1.5,18351.894
2019, 1 Series,21480,Semi-Auto,8364,Petrol,145,47.9,2.0,16438.644
2015, 1 Series,9000,Manual,46295,Diesel,0,83.1,1.5,4153.5
2019, 1 Series,22980,Semi-Auto,7729,Petrol,150,40.4,1.5,17586.594
2017, 1 Series,14599,Automatic,15361,Diesel,145,72.4,1.5,8592.9714
2015, 1 Series,10998,Manual,23241,Diesel,0,83.1,1.5,5075.577
2015, 1 Series,8990,Manual,39000,Diesel,20,72.4,1.5,4148.885
2019, 1 Series,24500,Manual,4064,Diesel,145,57.7,1.5,18749.85
2015, 1 Series,14000,Automatic,17543,Diesel,20,70.6,2.0,6461.0
2019, 1 Series,20980,Manual,6553,Petrol,150,44.1,1.5,16055.993999999999
2017, 1 Series,19950,Semi-Auto,30173,Petrol,205,39.8,3.0,11742.57
2015, 1 Series,13091,Manual,35000,Diesel,30,65.7,2.0,6041.4965
2015, 1 Series,9985,Manual,43834,Diesel,20,72.4,1.5,4608.0775
2019, 1 Series,15940,Manual,7913,Petrol,145,53.3,1.5,12198.882
2019, 1 Series,24480,Semi-Auto,8026,Diesel,145,53.3,2.0,18734.543999999998
2015, 1 Series,10899,Manual,56278,Diesel,20,70.6,1.5,5029.8885
2017, 1 Series,13200,Automatic,24614,Petrol,150,58.9,1.5,7769.52
2017, 1 Series,21798,Semi-Auto,12967,Petrol,200,39.8,3.0,12830.3028
2019, 1 Series,38555,Semi-Auto,2195,Petrol,145,34.5,2.0,29506.141499999998
2015, 1 Series,9750,Manual,48534,Diesel,20,72.4,1.5,4499.625
2017, 1 Series,14990,Semi-Auto,26525,Petrol,150,55.5,1.5,8823.114
2019, 1 Series,16440,Manual,1501,Diesel,145,72.4,1.5,12581.532
2015, 1 Series,10000,Manual,35259,Diesel,0,83.1,1.5,4615.0
2015, 1 Series,14391,Semi-Auto,42770,Diesel,125,61.4,2.0,6641.4465
2015, 1 Series,15750,Automatic,44715,Petrol,235,37.7,3.0,7268.625
2019, 1 Series,20875,Manual,7879,Petrol,145,44.1,1.5,15975.637499999999
2015, 1 Series,15499,Automatic,48916,Petrol,235,37.7,3.0,7152.788500000001
2019, 1 Series,24488,Automatic,7932,Petrol,145,47.9,2.0,18740.6664
2019, 1 Series,16480,Manual,1501,Diesel,145,68.9,2.0,12612.144
2015, 1 Series,11750,Manual,10889,Diesel,0,78.5,1.5,5422.625
2017, 1 Series,20750,Semi-Auto,16977,Petrol,200,39.8,3.0,12213.45
2019, 1 Series,20875,Manual,10532,Petrol,145,44.1,1.5,15975.637499999999
2015, 1 Series,11500,Manual,21565,Diesel,30,64.2,2.0,5307.25
2015, 1 Series,10430,Manual,29454,Petrol,30,56.5,1.5,4813.445000000001
2019, 1 Series,29995,Semi-Auto,4628,Petrol,145,34.5,2.0,22955.1735
2017, 1 Series,15981,Manual,44426,Petrol,150,52.3,1.5,9406.4166
2019, 1 Series,15989,Automatic,12212,Petrol,145,55.5,1.5,12236.3817
2019, 1 Series,24488,Automatic,7488,Diesel,145,61.4,2.0,18740.6664
2015, 1 Series,8390,Manual,55825,Petrol,150,50.4,1.6,3871.985
2019, 1 Series,22950,Manual,2181,Diesel,145,72.4,1.5,17563.635
2015, 1 Series,7540,Manual,79999,Diesel,0,83.1,1.5,3479.71
2015, 1 Series,10795,Manual,55820,Diesel,20,70.6,1.5,4981.8925
2019, 1 Series,24995,Manual,5085,Petrol,150,41.5,1.5,19128.6735
2015, 1 Series,12000,Manual,48489,Diesel,30,65.7,2.0,5538.0
2015, 1 Series,10200,Manual,61296,Diesel,30,65.7,2.0,4707.3
2015, 1 Series,10690,Manual,61676,Diesel,20,70.6,2.0,4933.435
2017, 1 Series,14445,Automatic,21500,Diesel,145,72.4,1.5,8502.327
2015, 1 Series,7740,Manual,85000,Diesel,0,83.1,1.5,3572.01
2019, 1 Series,20875,Semi-Auto,4834,Diesel,145,67.3,2.0,15975.637499999999
2015, 1 Series,8700,Manual,61959,Diesel,20,68.9,2.0,4015.05
2015, 1 Series,12998,Semi-Auto,32435,Diesel,20,68.9,1.5,5998.577
2017, 1 Series,21980,Semi-Auto,12869,Petrol,145,39.8,3.0,12937.428
2017, 1 Series,20298,Semi-Auto,31934,Petrol,200,39.8,3.0,11947.4028
2017, 1 Series,13500,Manual,16681,Diesel,150,68.9,0.0,7946.1
2015, 1 Series,12250,Manual,34473,Petrol,125,52.3,1.5,5653.375
2015, 1 Series,10250,Manual,35869,Petrol,125,53.3,1.5,4730.375
2019, 1 Series,17980,Manual,6756,Diesel,145,65.7,2.0,13760.094
2019, 1 Series,19998,Semi-Auto,7222,Petrol,150,47.9,2.0,15304.4694
2019, 1 Series,18975,Manual,5650,Diesel,145,65.7,2.0,14521.5675
2015, 1 Series,8998,Manual,51342,Diesel,0,83.1,1.5,4152.577
2019, 1 Series,15980,Manual,8359,Diesel,145,72.4,1.5,12229.493999999999
2017, 1 Series,16800,Automatic,22396,Petrol,145,54.3,1.5,9888.48
2017, 1 Series,11850,Manual,29227,Petrol,125,53.3,1.5,6974.91
2019, 1 Series,19480,Automatic,6993,Diesel,145,67.3,2.0,14908.044
2019, 1 Series,17480,Manual,5230,Diesel,145,68.9,2.0,13377.444
2019, 1 Series,19875,Semi-Auto,7044,Diesel,145,67.3,2.0,15210.3375
2017, 1 Series,18995,Semi-Auto,17108,Diesel,145,61.4,2.0,11180.457
2019, 1 Series,30180,Automatic,5979,Diesel,145,48.7,2.0,23096.754
2015, 1 Series,10990,Manual,42000,Diesel,125,57.6,2.0,5071.885
2017, 1 Series,14000,Manual,16791,Petrol,145,53.3,1.5,8240.4
2017, 1 Series,17695,Automatic,4632,Petrol,145,54.3,1.5,10415.277
2017, 1 Series,20299,Automatic,35259,Petrol,145,39.8,3.0,11947.9914
2019, 1 Series,23500,Semi-Auto,3000,Petrol,145,40.4,1.5,17984.55
2017, 1 Series,19260,Semi-Auto,29997,Petrol,200,39.8,3.0,11336.436
2017, 1 Series,18980,Semi-Auto,42660,Petrol,150,39.8,3.0,11171.628
2019, 1 Series,27888,Automatic,999,Diesel,145,51.4,2.0,21342.6864
2017, 1 Series,15997,Automatic,21285,Diesel,30,65.7,2.0,9415.8342
2015, 1 Series,12500,Manual,37584,Diesel,30,62.8,2.0,5768.75
2017, 1 Series,19700,Automatic,36069,Petrol,200,39.8,3.0,11595.42
2019, 1 Series,24990,Semi-Auto,3225,Petrol,145,40.4,1.5,19124.846999999998
2017, 1 Series,19888,Automatic,17760,Diesel,145,61.4,2.0,11706.0768
2019, 1 Series,23295,Semi-Auto,4694,Diesel,150,57.7,1.5,17827.6635
2017, 1 Series,15298,Manual,23205,Diesel,30,65.7,2.0,9004.4028
2017, 1 Series,12499,Manual,20064,Petrol,145,53.3,1.5,7356.9114
2019, 1 Series,20875,Semi-Auto,5954,Diesel,145,67.3,2.0,15975.637499999999
2015, 1 Series,12450,Automatic,54789,Diesel,30,65.7,2.0,5745.675
2019, 1 Series,23000,Manual,5121,Petrol,145,44.1,1.5,17601.899999999998
2019, 1 Series,16888,Automatic,8503,Diesel,145,72.4,1.5,12924.3864
2017, 1 Series,13888,Manual,40014,Diesel,20,70.6,1.5,8174.4768
2019, 1 Series,26390,Semi-Auto,3667,Petrol,145,40.4,1.5,20196.267
2019, 1 Series,18950,Semi-Auto,7990,Diesel,145,68.9,1.5,14502.435
2017, 1 Series,16722,Semi-Auto,9063,Petrol,145,55.5,1.5,9842.5692
2019, 1 Series,17600,Automatic,12839,Diesel,145,70.6,2.0,13469.279999999999
2017, 1 Series,11400,Manual,37000,Petrol,125,53.3,1.5,6710.04
2019, 1 Series,18480,Automatic,10164,Diesel,145,68.9,1.5,14142.743999999999
2015, 1 Series,14995,Manual,24470,Diesel,30,65.7,2.0,6920.1925
2015, 1 Series,11499,Manual,53716,Diesel,30,62.8,2.0,5306.788500000001
2015, 1 Series,15499,Automatic,32000,Petrol,235,37.7,3.0,7152.788500000001
2015, 1 Series,9730,Manual,26845,Diesel,0,78.5,1.5,4490.395
2019, 1 Series,18480,Manual,5501,Diesel,150,70.6,1.5,14142.743999999999
2015, 1 Series,8990,Manual,40000,Diesel,20,72.4,1.5,4148.885
2019, 1 Series,22980,Semi-Auto,5166,Petrol,150,40.4,1.5,17586.594
2019, 1 Series,22950,Semi-Auto,4811,Diesel,145,60.1,2.0,17563.635
2019, 1 Series,19895,Semi-Auto,5312,Petrol,145,54.3,1.5,15225.6435
2019, 1 Series,17797,Manual,12266,Diesel,150,65.7,2.0,13620.0441
2019, 1 Series,23995,Semi-Auto,1527,Petrol,145,43.5,1.5,18363.373499999998
2015, 1 Series,10991,Semi-Auto,45000,Diesel,20,72.4,1.5,5072.346500000001
2019, 1 Series,19975,Manual,5303,Diesel,145,65.7,2.0,15286.8675
2015, 1 Series,16300,Manual,34271,Petrol,300,35.3,3.0,7522.450000000001
2019, 1 Series,20980,Manual,2985,Petrol,150,44.1,1.5,16055.993999999999
2019, 1 Series,18675,Manual,3382,Diesel,145,70.6,1.5,14291.977499999999
2015, 1 Series,11490,Manual,62538,Petrol,30,56.5,1.5,5302.635
2017, 1 Series,12900,Automatic,42159,Diesel,150,70.6,2.0,7592.9400000000005
2019, 1 Series,20990,Automatic,7990,Diesel,145,65.7,2.0,16063.646999999999
2017, 1 Series,13831,Manual,20112,Petrol,150,53.3,1.5,8140.9266
2015, 1 Series,10499,Manual,23893,Diesel,0,83.1,1.5,4845.288500000001
2015, 1 Series,10490,Manual,45000,Diesel,30,65.7,2.0,4841.135
2017, 1 Series,19000,Semi-Auto,42657,Petrol,200,39.8,3.0,11183.4
2017, 1 Series,15888,Automatic,20890,Diesel,145,68.9,2.0,9351.676800000001
2019, 1 Series,20980,Manual,4630,Petrol,145,44.1,1.5,16055.993999999999
2015, 1 Series,10695,Automatic,52770,Petrol,145,48.7,1.6,4935.7425
2019, 1 Series,17980,Semi-Auto,10672,Diesel,145,74.3,2.0,13760.094
2019, 1 Series,23450,Manual,10,Diesel,145,70.6,1.5,17946.285
2019, 1 Series,19995,Semi-Auto,2604,Diesel,145,70.6,2.0,15302.173499999999
2015, 1 Series,10950,Manual,33000,Diesel,20,72.4,1.5,5053.425
2019, 1 Series,25490,Semi-Auto,2510,Diesel,145,51.4,2.0,19507.497
2016, 1 Series,13000,Manual,21909,Petrol,125,52.3,1.5,6879.6
2016, 1 Series,13984,Manual,15445,Petrol,125,52.3,1.5,7400.3328
2016, 1 Series,16990,Manual,23000,Petrol,260,36.2,3.0,8991.108
2019, 1 Series,29490,Semi-Auto,7656,Petrol,150,34.5,2.0,22568.697
2016, 1 Series,10540,Manual,69981,Petrol,125,53.3,1.5,5577.768
2016, 1 Series,14195,Semi-Auto,38094,Diesel,30,65.7,2.0,7511.994
2016, 1 Series,14298,Manual,22265,Diesel,20,70.6,1.5,7566.5016000000005
2016, 1 Series,11759,Manual,55987,Diesel,20,70.6,1.5,6222.8628
2016, 1 Series,13850,Semi-Auto,37398,Diesel,20,67.3,2.0,7329.42
2016, 1 Series,13158,Semi-Auto,31218,Diesel,20,70.6,2.0,6963.2136
2016, 1 Series,11988,Manual,20698,Diesel,0,78.5,1.5,6344.0496
2016, 1 Series,14988,Automatic,25633,Diesel,30,65.7,2.0,7931.6496
2016, 1 Series,12741,Manual,42500,Diesel,20,68.9,2.0,6742.5372
2016, 1 Series,11499,Manual,14668,Diesel,20,72.4,1.5,6085.2708
2016, 1 Series,13250,Manual,26625,Petrol,125,53.3,1.5,7011.9
2016, 1 Series,11200,Manual,17863,Diesel,0,83.1,1.5,5927.04
2016, 1 Series,19875,Automatic,31800,Petrol,235,37.7,3.0,10517.85
2016, 1 Series,23412,Semi-Auto,9097,Petrol,200,39.8,3.0,12389.6304
2019, 1 Series,27750,Automatic,1947,Diesel,145,48.7,2.0,21237.075
2016, 1 Series,10250,Manual,68332,Diesel,20,68.9,2.0,5424.3
2016, 1 Series,12869,Manual,23954,Petrol,125,52.3,1.5,6810.2748
2016, 1 Series,15000,Automatic,16426,Diesel,30,62.8,2.0,7938.0
2016, 1 Series,13949,Manual,20867,Diesel,20,70.6,1.5,7381.8108
2019, 1 Series,24490,Semi-Auto,2036,Diesel,150,53.3,2.0,18742.197
2016, 1 Series,19490,Manual,10,Diesel,0,78.5,1.5,10314.108
2016, 1 Series,13450,Manual,33043,Diesel,30,62.8,2.0,7117.74
2019, 1 Series,25490,Manual,10,Diesel,145,53.3,2.0,19507.497
2016, 1 Series,10699,Manual,34933,Diesel,0,83.1,1.5,5661.9108
2016, 1 Series,12340,Manual,51727,Petrol,125,52.3,1.5,6530.328
2016, 1 Series,11491,Manual,36200,Diesel,0,83.1,1.5,6081.0372
2016, 1 Series,13400,Manual,18055,Petrol,125,52.3,1.5,7091.28
2016, 1 Series,13700,Manual,8719,Petrol,125,52.3,1.5,7250.04
2016, 1 Series,10990,Manual,36681,Diesel,0,83.1,1.5,5815.908
2016, 1 Series,10599,Manual,39779,Diesel,0,83.1,1.5,5608.9908000000005
2016, 1 Series,16000,Manual,40125,Petrol,305,35.3,3.0,8467.2
2016, 1 Series,13995,Semi-Auto,41397,Diesel,30,65.7,2.0,7406.154
2016, 1 Series,11299,Manual,24441,Diesel,0,78.5,1.5,5979.4308
2016, 1 Series,12490,Manual,15210,Petrol,125,53.3,1.5,6609.708
2016, 1 Series,8999,Manual,69647,Diesel,0,78.5,1.5,4762.2708
2016, 1 Series,11799,Manual,19568,Diesel,0,78.5,1.5,6244.0308
2016, 1 Series,12599,Manual,29752,Diesel,20,70.6,1.5,6667.3908
2016, 1 Series,12400,Manual,49315,Diesel,20,70.6,1.5,6562.08
2016, 1 Series,13300,Automatic,32404,Petrol,30,55.5,1.5,7038.36
2016, 1 Series,14652,Manual,9461,Diesel,20,70.6,1.5,7753.8384
2016, 1 Series,14017,Manual,12670,Diesel,20,70.6,1.5,7417.7964
2016, 1 Series,11999,Manual,15066,Diesel,0,83.1,1.5,6349.8708
2016, 1 Series,11900,Manual,26093,Petrol,125,53.3,1.5,6297.4800000000005
2016, 1 Series,10690,Manual,41718,Petrol,125,53.3,1.5,5657.148
2016, 1 Series,15722,Semi-Auto,14871,Diesel,20,67.3,2.0,8320.0824
2016, 1 Series,13490,Automatic,40000,Diesel,30,65.7,2.0,7138.908
2016, 1 Series,12760,Manual,27759,Diesel,30,65.7,2.0,6752.592
2016, 1 Series,9891,Manual,49811,Diesel,0,83.1,1.5,5234.3172
2016, 1 Series,13908,Semi-Auto,13708,Diesel,20,68.9,1.5,7360.1136
2016, 1 Series,9400,Manual,58719,Diesel,20,72.4,1.5,4974.4800000000005
2016, 1 Series,10199,Manual,58305,Diesel,0,83.1,1.5,5397.3108
2019, 1 Series,22890,Manual,10927,Petrol,150,41.5,1.5,17517.717
2016, 1 Series,14830,Semi-Auto,18095,Diesel,30,65.7,2.0,7848.036
2016, 1 Series,13200,Manual,17393,Diesel,30,65.7,2.0,6985.44
2016, 1 Series,9699,Manual,52811,Diesel,0,83.1,1.5,5132.7108
2016, 1 Series,9495,Manual,49000,Petrol,30,56.5,1.5,5024.754
2016, 1 Series,9999,Manual,82850,Diesel,0,83.1,1.5,5291.4708
2016, 1 Series,18991,Semi-Auto,16279,Petrol,240,37.7,3.0,10050.0372
2016, 1 Series,14499,Manual,17467,Diesel,30,62.8,2.0,7672.8708
2016, 1 Series,10300,Manual,45820,Petrol,125,53.3,1.5,5450.76
2016, 1 Series,13500,Automatic,34144,Diesel,20,68.9,1.5,7144.2
2016, 1 Series,11000,Manual,56121,Petrol,125,52.3,1.5,5821.2
2016, 1 Series,11000,Manual,38810,Petrol,125,53.3,1.5,5821.2
2016, 1 Series,15500,Semi-Auto,37753,Diesel,20,67.3,2.0,8202.6
2019, 1 Series,27995,Semi-Auto,101,Diesel,145,51.4,2.0,21424.5735
2016, 1 Series,11726,Manual,34240,Diesel,20,68.9,2.0,6205.3992
2016, 1 Series,15090,Semi-Auto,30480,Petrol,125,54.3,1.5,7985.628
2016, 1 Series,18990,Semi-Auto,11538,Petrol,200,39.8,3.0,10049.508
2016, 1 Series,14498,Manual,24382,Diesel,20,70.6,1.5,7672.3416
2016, 1 Series,12498,Manual,22103,Diesel,20,72.4,1.5,6613.9416
